,01e43y44,01y33,01y40,01y43N,01y43S,01y44,01y46,02y33,02y34,02y35,02y39,02y40,02y43,02y44,02y46,02y47N,02y47S,02y48,02y532,03y32,03y33,03y37,03y38,03y39,03y43,03y44N,03y44S,03y45,03y46,03y47,03y48,03y49,03y51,04y32,04y36,04y37,04y44N,04y44S,04y48,05e48y49,05y32,05y33,05y34,05y35,05y36,05y37,05y38,05y39,05y41,05y42,05y43,05y44,05y46,05y47,05y48,05y49,05y50,05y51,05yD77,Cierre
2003-10-01 00:01:00,16.079999923706055,8.229999542236328,14.890000343322754,16.8799991607666,16.34000015258789,15.579999923706055,12.40999984741211,5.670000076293945,8.100000381469727,10.0600004196167,12.470000267028809,14.170000076293945,16.209999084472656,11.119999885559082,11.890000343322754,12.970000267028809,17.15999984741211,17.68000030517578,6.590000152587891,5.059999942779541,5.579999923706055,8.949999809265137,9.970000267028809,11.180000305175781,15.460000038146973,14.260000228881836,10.3100004196167,15.319999694824219,15.890000343322754,16.450000762939453,16.899999618530273,17.40999984741211,18.579999923706055,4.519999980926514,6.75,7.849999904632568,13.3100004196167,9.390000343322754,17.93000030517578,17.600000381469727,0.25,3.7300000190734863,4.170000076293945,4.610000133514404,5.03000020980835,5.619999885559082,6.010000228881836,6.409999847412109,7.159999847412109,7.659999847412109,8.029999732971191,8.300000190734863,16.1299991607666,16.65999984741211,17.149999618530273,17.790000915527344,18.15999984741211,18.760000228881836,12.9399995803833,-0.1899999976158142
2003-10-01 00:02:00,16.079999923706055,8.229999542236328,14.890000343322754,16.8799991607666,16.34000015258789,15.579999923706055,12.40999984741211,5.670000076293945,8.100000381469727,10.0600004196167,12.470000267028809,14.170000076293945,16.209999084472656,11.119999885559082,11.890000343322754,12.970000267028809,17.15999984741211,17.68000030517578,6.590000152587891,5.059999942779541,5.579999923706055,8.949999809265137,9.970000267028809,11.180000305175781,15.460000038146973,14.260000228881836,10.3100004196167,15.319999694824219,15.890000343322754,16.450000762939453,16.899999618530273,17.40999984741211,18.579999923706055,4.519999980926514,6.75,7.849999904632568,13.3100004196167,9.390000343322754,17.93000030517578,17.600000381469727,0.25,3.7300000190734863,4.170000076293945,4.610000133514404,5.03000020980835,5.619999885559082,6.010000228881836,6.409999847412109,7.159999847412109,7.659999847412109,8.029999732971191,8.300000190734863,16.1299991607666,16.65999984741211,17.149999618530273,17.790000915527344,18.15999984741211,18.760000228881836,12.9399995803833,-0.1899999976158142
2003-10-01 00:03:00,16.079999923706055,8.229999542236328,14.890000343322754,16.8799991607666,16.34000015258789,15.579999923706055,12.40999984741211,5.670000076293945,8.100000381469727,10.0600004196167,12.470000267028809,14.170000076293945,16.209999084472656,11.119999885559082,11.890000343322754,12.970000267028809,17.15999984741211,17.68000030517578,6.590000152587891,5.059999942779541,5.579999923706055,8.949999809265137,9.970000267028809,11.180000305175781,15.460000038146973,14.260000228881836,10.3100004196167,15.319999694824219,15.890000343322754,16.450000762939453,16.899999618530273,17.40999984741211,18.579999923706055,4.519999980926514,6.75,7.849999904632568,13.3100004196167,9.390000343322754,17.93000030517578,17.600000381469727,0.25,3.7300000190734863,4.170000076293945,4.610000133514404,5.03000020980835,5.619999885559082,6.010000228881836,6.409999847412109,7.159999847412109,7.659999847412109,8.029999732971191,8.300000190734863,16.1299991607666,16.65999984741211,17.149999618530273,17.790000915527344,18.15999984741211,18.760000228881836,12.9399995803833,-0.1899999976158142
2003-10-01 00:04:00,16.079999923706055,8.229999542236328,14.890000343322754,16.8799991607666,16.34000015258789,15.579999923706055,12.40999984741211,5.670000076293945,8.100000381469727,10.0600004196167,12.470000267028809,14.170000076293945,16.209999084472656,11.119999885559082,11.890000343322754,12.970000267028809,17.15999984741211,17.68000030517578,6.590000152587891,5.059999942779541,5.579999923706055,8.949999809265137,9.970000267028809,11.180000305175781,15.460000038146973,14.260000228881836,10.3100004196167,15.319999694824219,15.890000343322754,16.450000762939453,16.899999618530273,17.40999984741211,18.579999923706055,4.519999980926514,6.75,7.849999904632568,13.3100004196167,9.390000343322754,17.93000030517578,17.600000381469727,0.25,3.7300000190734863,4.170000076293945,4.610000133514404,5.03000020980835,5.619999885559082,6.010000228881836,6.409999847412109,7.159999847412109,7.659999847412109,8.029999732971191,8.300000190734863,16.1299991607666,16.65999984741211,17.149999618530273,17.790000915527344,18.15999984741211,18.760000228881836,12.9399995803833,-0.1899999976158142
2003-10-01 00:05:00,16.079999923706055,8.229999542236328,14.890000343322754,16.8799991607666,16.34000015258789,15.579999923706055,12.40999984741211,5.670000076293945,8.100000381469727,10.0600004196167,12.470000267028809,14.170000076293945,16.209999084472656,11.119999885559082,11.890000343322754,12.970000267028809,17.15999984741211,17.68000030517578,6.590000152587891,5.059999942779541,5.579999923706055,8.949999809265137,9.970000267028809,11.180000305175781,15.460000038146973,14.260000228881836,10.3100004196167,15.319999694824219,15.890000343322754,16.450000762939453,16.899999618530273,17.40999984741211,18.579999923706055,4.519999980926514,6.75,7.849999904632568,13.3100004196167,9.390000343322754,17.93000030517578,17.600000381469727,0.25,3.7300000190734863,4.170000076293945,4.610000133514404,5.03000020980835,5.619999885559082,6.010000228881836,6.409999847412109,7.159999847412109,7.659999847412109,8.029999732971191,8.300000190734863,16.1299991607666,16.65999984741211,17.149999618530273,17.790000915527344,18.15999984741211,18.760000228881836,12.9399995803833,-0.1899999976158142
2003-10-01 00:06:00,16.081329345703125,8.23177719116211,14.89115047454834,16.880483627319336,16.340566635131836,15.580371856689453,12.411773681640625,5.67189884185791,8.100506782531738,10.061259269714355,12.47097110748291,14.171051979064941,16.21109390258789,11.1206636428833,11.890820503234863,12.970793724060059,17.160890579223633,17.68035888671875,6.5926079750061035,5.061417579650879,5.581014633178711,8.95126724243164,9.9710054397583,11.18039608001709,15.460001945495605,14.260843276977539,10.310815811157227,15.320526123046875,15.890251159667969,16.45099449157715,16.901248931884766,17.4106388092041,18.580406188964844,4.521945953369141,6.750885009765625,7.85335111618042,13.311189651489258,9.392184257507324,17.93042755126953,17.600341796875,0.25127023458480835,3.7311644554138184,4.170812129974365,4.611052989959717,5.033219814300537,5.622661590576172,6.0110578536987305,6.411577224731445,7.161611080169678,7.661956787109375,8.030712127685547,8.301621437072754,16.13079071044922,16.660734176635742,17.15045166015625,17.790529251098633,18.16062355041504,18.760658264160156,12.940357208251953,-0.18996375799179077
2003-10-01 00:07:00,16.085832595825195,8.237502098083496,14.894939422607422,16.882112503051758,16.342416763305664,15.581649780273438,12.417549133300781,5.678472518920898,8.102320671081543,10.065364837646484,12.474152565002441,14.174619674682617,16.214773178100586,11.122882843017578,11.89371395111084,12.973448753356934,17.163883209228516,17.68156623840332,6.600034713745117,5.066318035125732,5.584344387054443,8.95517349243164,9.974300384521484,11.181758880615234,15.46003246307373,14.263535499572754,10.313464164733887,15.322264671325684,15.891100883483887,16.454402923583984,16.905452728271484,17.41274642944336,18.581769943237305,4.527034282684326,6.7544755935668945,7.861903190612793,13.315349578857422,9.397870063781738,17.93186378479004,17.60150146484375,0.2560000419616699,3.734523057937622,4.173563003540039,4.614973068237305,5.043738842010498,5.629140853881836,6.014499187469482,6.416016578674316,7.166703224182129,7.667452335357666,8.033059120178223,8.307268142700195,16.133390426635742,16.6632022857666,17.15195655822754,17.792316436767578,18.162734985351562,18.762853622436523,12.941659927368164,-0.1898082196712494
2003-10-01 00:08:00,16.092931747436523,8.243444442749023,14.901002883911133,16.884870529174805,16.34532928466797,15.584104537963867,12.426376342773438,5.6889166831970215,8.10551643371582,10.07172679901123,12.479265213012695,14.178794860839844,16.22032928466797,11.125757217407227,11.897282600402832,12.97790813446045,17.168893814086914,17.683616638183594,6.6068878173828125,5.072429656982422,5.588279724121094,8.959335327148438,9.978718757629395,11.184347152709961,15.460329055786133,14.26758861541748,10.317286491394043,15.325016021728516,15.89261245727539,16.45938491821289,16.911991119384766,17.416139602661133,18.58407211303711,4.531458377838135,6.758785247802734,7.869405269622803,13.322977066040039,9.40286636352539,17.93429946899414,17.6035099029541,0.2612098455429077,3.738176107406616,4.177604675292969,4.619956970214844,5.055016994476318,5.634990692138672,6.018406391143799,6.420039176940918,7.171834945678711,7.67251443862915,8.036527633666992,8.316650390625,16.137441635131836,16.6673583984375,17.15443992614746,17.795394897460938,18.1663818359375,18.766483306884766,12.944320678710938,-0.18960680067539215
2003-10-01 00:09:00,16.099590301513672,8.248464584350586,14.908369064331055,16.888607025146484,16.34892463684082,15.588595390319824,12.43404483795166,5.699702262878418,8.10908317565918,10.078826904296875,12.485331535339355,14.182974815368652,16.225566864013672,11.128315925598145,11.901375770568848,12.983061790466309,17.17502784729004,17.68648910522461,6.613471984863281,5.078747272491455,5.591843128204346,8.963150024414062,9.982608795166016,11.187578201293945,15.46143627166748,14.27181339263916,10.320874214172363,15.327532768249512,15.89523696899414,16.464523315429688,16.918804168701172,17.420480728149414,18.587215423583984,4.535648345947266,6.763348579406738,7.876660346984863,13.33233642578125,9.407712936401367,17.9376277923584,17.606481552124023,0.2666015923023224,3.741055488586426,4.18140172958374,4.625580787658691,5.064549922943115,5.640833377838135,6.021958827972412,6.423980236053467,7.176568508148193,7.6774983406066895,8.039916038513184,8.32564926147461,16.142122268676758,16.672456741333008,17.157747268676758,17.79986000061035,18.17167091369629,18.77119255065918,12.94767951965332,-0.18936553597450256
2003-10-01 00:10:00,16.10608673095703,8.253108024597168,14.915390014648438,16.892492294311523,16.352691650390625,15.5934419631958,12.440312385559082,5.711603164672852,8.113173484802246,10.084512710571289,12.490635871887207,14.187651634216309,16.230628967285156,11.130956649780273,11.90613079071045,12.98758316040039,17.18080711364746,17.689908981323242,6.619745254516602,5.0856428146362305,5.59545373916626,8.966814994812012,9.986342430114746,11.191084861755371,15.46399974822998,14.274741172790527,10.324416160583496,15.329761505126953,15.899447441101074,16.470455169677734,16.92606544494629,17.425294876098633,18.590587615966797,4.539764404296875,6.76845121383667,7.883845329284668,13.342686653137207,9.412518501281738,17.941574096679688,17.6106014251709,0.27235591411590576,3.7435619831085205,4.185344696044922,4.632208347320557,5.073349952697754,5.646482944488525,6.0254011154174805,6.427985191345215,7.181175231933594,7.6825385093688965,8.04350471496582,8.334336280822754,16.146299362182617,16.67759895324707,17.161741256713867,17.80589485168457,18.178651809692383,18.77634620666504,12.951700210571289,-0.18906882405281067
