,1,2,-
0,99.0,0.0,0.0
1,99.0,0.0,0.0
2,285.0,450.0,0.0
3,470.0,900.0,0.0
4,403.0,900.0,0.0
5,403.0,900.0,0.0
6,205.0,900.0,0.0
7,205.0,900.0,0.0
8,106.0,900.0,0.0
9,106.0,900.0,0.0
10,651.0,900.0,0.0
11,651.0,900.0,0.0
12,652.0,900.0,0.0
13,652.0,900.0,0.0
14,403.0,900.0,0.0
15,403.0,900.0,0.0
16,205.0,900.0,0.0
17,205.0,900.0,0.0
18,298.0,0.0,0.0
19,298.0,0.0,0.0
20,298.0,0.0,0.0
21,298.0,0.0,0.0
22,99.0,0.0,0.0
23,99.0,0.0,0.0
