,name,id,sj_0,sj_1,in_offset,out_offset,dx,roughness,shape,g1,g2,g3,g4,Q_0,h_0,ctrl,A_s,A_c,C,dx_uk,dx_dk,C_uk,C_dk,friction_method
103,106,103,118,117,0,0,60.96,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
104,107,104,119,118,0,0,182.88,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
105,108,105,339,336,0,0,91.44,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
106,109,106,119,120,0,0,245.72976000000003,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
107,110,107,120,121,0,0,182.88,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
108,111,108,63,121,0,0,365.76,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
109,112,109,121,97,0,0,106.68,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
110,113,110,96,97,0,0,243.84,120.0,force_main,0.30479999999999996,1e-05,0,0,0,0.30479999999999996,False,0.001,0,0,0,0,0,0,hw
111,116,111,96,95,0,0,260.42112000000003,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
112,117,112,95,82,0,0,243.84,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
113,118,113,81,82,0,0,91.44,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
114,119,114,82,83,0,0,91.44,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
115,120,115,83,84,0,0,182.88,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
116,121,116,84,85,0,0,426.72,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
117,122,117,85,87,0,0,275.9964,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
118,123,118,87,88,0,0,221.89440000000002,100.0,force_main,0.15239999999999998,1e-05,0,0,0,0.15239999999999998,False,0.001,0,0,0,0,0,0,hw
119,124,119,88,89,0,0,91.44,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
120,125,120,84,93,0,0,457.20000000000005,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
121,126,121,94,93,0,0,274.32,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
122,127,122,93,92,0,0,152.4,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
123,128,123,92,91,0,0,182.88,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
124,129,124,97,98,0,0,86.19744000000001,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
125,130,125,98,99,0,0,365.76,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
126,131,126,99,91,0,0,243.84,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
127,132,127,99,100,0,0,213.36,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
128,133,128,100,101,0,0,182.88,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
129,134,129,101,102,0,0,60.96,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
130,135,130,91,102,0,0,213.36,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
131,136,131,91,90,0,0,304.8,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
132,137,132,90,89,0,0,155.41752,120.0,force_main,0.4064,1e-05,0,0,0,0.4064,False,0.001,0,0,0,0,0,0,hw
133,138,133,102,103,0,0,91.44,100.0,force_main,0.2032,1e-05,0,0,0,0.2032,False,0.001,0,0,0,0,0,0,hw
134,139,134,272,104,0,0,152.4,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
135,140,135,100,274,0,0,274.32,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
136,141,136,274,272,0,0,152.4,100.0,force_main,0.1016,1e-05,0,0,0,0.1016,False,0.001,0,0,0,0,0,0,hw
